Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,gameBA,gameOBP,gameSLG,gameOPS
1,Apr 1,False,CHC,"W,5-3",47,35,5,9,2,0,1,5,11,0,10,1,0,0,0,0,3,1,0.257,0.447,0.4,0.847,15,19,R,K.Hendricks(40),0.2571428571428571,0.44680851063829785,0.4,0.8468085106382979
2,Apr 3,False,CHC,"L,1-5",33,32,1,6,0,1,0,1,1,0,12,0,0,0,0,0,0,0,0.224,0.35,0.328,0.678,5,15,R,J.Arrieta(60),0.1875,0.21212121212121213,0.25,0.46212121212121215
3,Apr 4,False,CHC,"L,3-4",36,32,3,7,1,0,1,3,4,0,7,0,0,0,0,1,0,0,0.222,0.336,0.333,0.67,6,17,R,Z.Davies(55),0.21875,0.3055555555555556,0.34375,0.6493055555555556
4,Apr 5,False,CIN,"L,3-5",35,32,3,5,0,0,3,3,3,0,15,0,0,0,0,0,0,1,0.206,0.311,0.359,0.67,5,15,R,J.De León(60),0.15625,0.22857142857142856,0.4375,0.6660714285714285
5,Apr 6,False,CIN,"L,1-14",33,32,1,5,2,0,1,1,1,0,6,0,0,0,0,0,0,0,0.196,0.288,0.35,0.638,5,14,L,W.Miley(73),0.15625,0.18181818181818182,0.3125,0.4943181818181818
6,Apr 7,False,CIN,"L,4-11",35,33,4,7,3,0,1,4,2,0,9,0,0,0,0,0,0,0,0.199,0.283,0.357,0.64,4,15,R,L.Castillo(73),0.21212121212121213,0.2571428571428571,0.3939393939393939,0.651082251082251
7,Apr 8,True,CHC,"L,2-4",39,32,2,7,2,0,0,2,6,0,10,0,0,1,0,1,0,0,0.202,0.291,0.346,0.637,10,16,R,J.Arrieta(51),0.21875,0.3333333333333333,0.28125,0.6145833333333333
8,Apr 10,True,CHC,"W,8-2",40,32,8,9,3,0,1,8,7,0,11,1,0,0,0,1,0,0,0.212,0.309,0.362,0.67,8,14,R,Z.Davies(16),0.28125,0.425,0.46875,0.89375
9,Apr 11,True,CHC,"W,7-1",42,38,7,14,2,0,1,7,3,0,10,1,0,0,0,0,0,0,0.232,0.324,0.379,0.703,11,14,R,T.Williams(21),0.3684210526315789,0.42857142857142855,0.5,0.9285714285714286
10,Apr 12,True,SDP,"L,2-6",34,32,2,6,2,1,0,2,1,0,9,0,0,1,0,0,0,0,0.227,0.313,0.373,0.686,5,14,R,Y.Darvish(72),0.1875,0.20588235294117646,0.3125,0.5183823529411764
