Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,gameBA,gameOBP,gameSLG,gameOPS
1,Apr 1,False,NYY,"W,3-2",38,36,3,8,1,0,1,3,2,0,13,0,0,0,0,1,0,1,0.222,0.263,0.333,0.596,6,10,R,G.Cole(56),0.2222222222222222,0.2631578947368421,0.3333333333333333,0.5964912280701754
2,Apr 3,False,NYY,"L,3-5",37,33,3,8,0,0,1,2,3,0,11,1,0,0,0,2,2,0,0.232,0.293,0.333,0.627,7,10,R,C.Kluber(48),0.24242424242424243,0.32432432432432434,0.3333333333333333,0.6576576576576576
3,Apr 4,False,NYY,"W,3-1",36,33,3,5,1,0,2,3,2,0,5,0,0,0,1,0,0,0,0.206,0.264,0.343,0.607,6,10,R,D.Germán(40),0.15151515151515152,0.19444444444444445,0.36363636363636365,0.5580808080808081
4,Apr 5,False,TEX,"W,6-2",39,31,6,7,0,0,2,5,4,0,8,4,0,0,1,3,0,1,0.211,0.295,0.361,0.656,6,10,R,M.Foltynewicz(42),0.22580645161290322,0.38461538461538464,0.41935483870967744,0.8039702233250621
5,Apr 6,False,TEX,"L,4-7",34,33,4,6,0,0,2,3,1,0,9,0,0,0,0,0,0,0,0.205,0.279,0.361,0.64,3,9,R,D.Dunning(63),0.18181818181818182,0.20588235294117646,0.36363636363636365,0.5695187165775402
6,Apr 7,False,TEX,"L,1-2",36,35,1,9,2,0,1,1,1,0,12,0,0,0,0,1,0,0,0.214,0.279,0.368,0.647,8,11,R,K.Gibson(67),0.2571428571428571,0.2777777777777778,0.4,0.6777777777777778
7,Apr 8,True,LAA,"L,5-7",42,39,5,7,1,0,2,5,3,0,14,0,0,0,0,0,1,0,0.208,0.272,0.367,0.639,6,12,R,G.Canning(52),0.1794871794871795,0.23809523809523808,0.358974358974359,0.5970695970695971
8,Apr 9,True,LAA,"L,1-7",37,32,1,5,1,0,0,0,4,0,12,1,0,0,0,0,0,0,0.202,0.272,0.346,0.617,9,10,L,A.Heaney(73),0.15625,0.2702702702702703,0.1875,0.4577702702702703
9,Apr 10,True,LAA,"W,15-1",48,39,15,14,4,0,0,14,9,0,6,0,0,0,1,1,1,0,0.222,0.301,0.36,0.661,9,10,L,J.Quintana(21),0.358974358974359,0.4791666666666667,0.46153846153846156,0.9407051282051282
10,Apr 12,True,NYY,"L,1-3",34,32,1,5,1,0,0,1,2,0,12,0,0,0,0,0,0,0,0.216,0.292,0.344,0.636,6,11,R,G.Cole(69),0.15625,0.20588235294117646,0.1875,0.39338235294117646
