Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,gameBA,gameOBP,gameSLG,gameOPS
1,Apr 1,True,CLE,"W,3-2",35,30,3,5,1,0,1,3,5,0,14,0,0,0,0,0,1,0,0.167,0.286,0.3,0.586,8,10,R,S.Bieber(59),0.16666666666666666,0.2857142857142857,0.3,0.5857142857142856
2,Apr 3,True,CLE,"W,5-2",39,32,5,10,1,1,0,5,5,0,6,0,0,1,0,1,0,0,0.242,0.342,0.355,0.697,10,9,R,Z.Plesac(54),0.3125,0.38461538461538464,0.40625,0.7908653846153846
3,Apr 4,True,CLE,"L,3-9",30,27,3,2,0,0,2,3,3,0,9,0,0,0,0,1,0,0,0.191,0.291,0.337,0.628,0,9,R,A.Civale(64),0.07407407407407407,0.16666666666666666,0.2962962962962963,0.4629629629629629
4,Apr 5,True,MIN,"L,6-15",37,36,6,8,1,0,3,6,1,0,6,0,0,0,0,0,1,0,0.2,0.279,0.384,0.663,4,12,R,M.Shoemaker(67),0.2222222222222222,0.24324324324324326,0.5,0.7432432432432432
5,Apr 6,True,MIN,"W,4-3",43,37,4,10,3,0,0,4,6,1,15,0,0,0,0,2,0,0,0.216,0.301,0.377,0.677,11,13,L,J.Happ(53),0.2702702702702703,0.37209302325581395,0.35135135135135137,0.7234443746071653
6,Apr 7,True,MIN,"L,2-3",33,31,2,8,1,1,1,2,1,0,10,0,0,0,0,1,0,0,0.223,0.298,0.389,0.686,4,9,R,K.Maeda(55),0.25806451612903225,0.2727272727272727,0.45161290322580644,0.7243401759530792
7,Apr 9,False,CLE,"L,1-4",31,30,1,4,0,0,1,1,1,0,10,0,0,0,0,1,0,0,0.211,0.28,0.368,0.648,3,9,R,Z.Plesac(77),0.13333333333333333,0.16129032258064516,0.23333333333333334,0.3946236559139785
8,Apr 10,False,CLE,"L,3-11",32,32,3,5,0,0,2,3,0,0,7,0,0,0,2,2,0,0,0.204,0.266,0.365,0.631,2,11,R,A.Civale(75),0.15625,0.15625,0.34375,0.5
9,Apr 11,False,CLE,"L,2-5",35,29,2,4,0,0,1,2,5,0,11,1,0,0,0,2,1,0,0.197,0.268,0.352,0.62,6,9,L,L.Allen(61),0.13793103448275862,0.2857142857142857,0.2413793103448276,0.5270935960591133
10,Apr 12,False,HOU,"W,6-2",43,38,6,12,2,0,3,6,4,0,9,0,0,1,0,0,0,0,0.211,0.281,0.382,0.663,10,10,R,Z.Greinke(19),0.3157894736842105,0.37209302325581395,0.6052631578947368,0.9773561811505508
