Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,gameBA,gameOBP,gameSLG,gameOPS
1,Apr 1,True,HOU,"L,1-8",35,30,1,6,2,0,0,1,3,0,10,1,0,1,0,2,1,0,0.2,0.286,0.267,0.552,7,10,R,Z.Greinke(70),0.2,0.2857142857142857,0.26666666666666666,0.5523809523809524
2,Apr 2,True,HOU,"L,5-9",39,33,5,8,1,1,1,5,3,0,7,2,0,1,0,1,0,0,0.222,0.311,0.349,0.66,7,12,R,C.Javier(51),0.24242424242424243,0.3333333333333333,0.42424242424242425,0.7575757575757576
3,Apr 3,True,HOU,"L,1-9",35,29,1,3,0,0,0,1,5,0,11,1,0,0,1,2,0,0,0.185,0.294,0.272,0.565,7,10,R,L.McCullers(63),0.10344827586206896,0.2571428571428571,0.10344827586206896,0.36059113300492607
4,Apr 4,True,HOU,"L,2-9",33,31,2,4,2,1,0,2,2,0,9,0,0,0,0,0,0,0,0.171,0.268,0.268,0.536,4,11,R,J.Urquidy(50),0.12903225806451613,0.18181818181818182,0.25806451612903225,0.4398826979472141
5,Apr 5,True,LAD,"L,3-10",38,34,3,6,0,0,1,3,4,0,8,0,0,0,1,0,0,0,0.172,0.267,0.268,0.534,8,10,R,D.May(74),0.17647058823529413,0.2631578947368421,0.2647058823529412,0.5278637770897833
6,Apr 6,True,LAD,"L,1-5",34,32,1,5,3,0,0,1,2,0,10,0,0,0,0,0,2,0,0.169,0.257,0.265,0.522,6,9,L,C.Kershaw(73),0.15625,0.20588235294117646,0.25,0.45588235294117646
7,Apr 7,True,LAD,"W,4-3",40,31,4,5,0,0,1,3,5,0,11,2,1,1,0,0,2,0,0.168,0.265,0.264,0.528,9,12,R,T.Bauer(69),0.16129032258064516,0.3,0.25806451612903225,0.5580645161290323
8,Apr 8,False,HOU,"L,2-6",37,33,2,6,2,0,0,2,4,0,10,0,0,0,0,0,0,0,0.17,0.266,0.261,0.526,8,12,R,C.Javier(66),0.18181818181818182,0.2702702702702703,0.24242424242424243,0.5126945126945127
9,Apr 9,False,HOU,"W,6-2",39,33,6,7,0,0,3,6,4,0,9,1,1,0,0,0,0,1,0.175,0.271,0.287,0.558,6,9,R,L.McCullers(62),0.21212121212121213,0.3076923076923077,0.48484848484848486,0.7925407925407926
10,Apr 10,False,HOU,"W,7-3",39,37,7,11,0,0,2,7,2,0,9,0,0,0,0,0,1,0,0.189,0.278,0.307,0.584,5,9,R,J.Urquidy(49),0.2972972972972973,0.3333333333333333,0.4594594594594595,0.7927927927927928
11,Apr 12,False,ARI,"W,9-5",43,36,9,12,5,0,1,8,4,1,11,2,0,1,0,1,3,0,0.203,0.293,0.331,0.624,7,15,L,M.Bumgarner(28),0.3333333333333333,0.4186046511627907,0.5555555555555556,0.9741602067183464
12,Apr 13,False,ARI,"W,7-5",41,39,7,11,0,1,3,7,2,0,14,0,0,0,0,0,1,0,0.211,0.295,0.354,0.649,7,18,R,Z.Gallen(58),0.28205128205128205,0.3170731707317073,0.5641025641025641,0.8811757348342715
13,Apr 15,True,DET,"W,8-4",46,33,8,8,2,0,2,8,12,0,10,0,0,1,2,0,0,0,0.213,0.308,0.364,0.672,14,10,L,T.Skubal(53),0.24242424242424243,0.43478260869565216,0.48484848484848486,0.919631093544137
14,Apr 16,True,DET,"W,3-0",34,32,3,8,2,0,1,3,2,0,8,0,0,0,0,0,0,0,0.216,0.307,0.367,0.674,7,9,R,J.Ureña(61),0.25,0.29411764705882354,0.40625,0.7003676470588236
15,Apr 17,True,DET,"W,7-0",36,30,7,8,0,1,3,6,4,0,8,2,0,0,0,1,1,0,0.219,0.312,0.383,0.696,5,9,R,C.Mize(37),0.26666666666666666,0.3888888888888889,0.6333333333333333,1.0222222222222221
16,Apr 18,True,DET,"W,3-2",34,30,3,6,1,1,1,3,2,0,9,2,0,0,0,1,1,1,0.218,0.311,0.384,0.695,5,11,L,M.Boyd(66),0.2,0.29411764705882354,0.4,0.6941176470588235
17,Apr 20 (1),True,MIN,"W,7-0",31,24,7,5,0,0,3,7,7,0,4,0,0,0,2,1,4,0,0.218,0.315,0.393,0.708,6,9,R,M.Shoemaker(28),0.20833333333333334,0.3870967741935484,0.5833333333333334,0.9704301075268817
18,Apr 20 (2),True,MIN,"W,1-0",22,20,1,4,2,0,0,1,1,0,6,1,0,0,0,1,0,0,0.217,0.313,0.39,0.703,3,9,R,J.Berríos(59),0.2,0.2727272727272727,0.3,0.5727272727272728
19,Apr 21,True,MIN,"W,13-12",47,41,13,13,2,0,3,9,3,0,6,2,0,1,2,1,2,1,0.224,0.318,0.403,0.721,6,11,R,K.Maeda(16),0.3170731707317073,0.3829787234042553,0.5853658536585366,0.9683445770627919
20,Apr 23,False,BAL,"W,3-1",36,34,3,7,0,0,1,3,2,0,6,0,0,0,0,0,0,0,0.223,0.315,0.397,0.712,6,9,R,J.López(39),0.20588235294117646,0.25,0.29411764705882354,0.5441176470588236
21,Apr 24,False,BAL,"W,7-2",42,36,7,9,2,0,1,7,5,0,9,1,0,0,0,0,0,0,0.224,0.317,0.397,0.714,8,9,L,W.LeBlanc(28),0.25,0.35714285714285715,0.3888888888888889,0.746031746031746
22,Apr 25,False,BAL,"L,1-8",32,29,1,3,0,0,1,1,3,0,10,0,0,0,0,1,0,0,0.219,0.312,0.389,0.701,4,12,L,J.Means(68),0.10344827586206896,0.1875,0.20689655172413793,0.3943965517241379
23,Apr 26,False,TBR,"W,2-1",33,27,2,3,1,0,1,2,4,0,11,2,0,0,0,1,0,1,0.215,0.31,0.384,0.695,4,10,L,R.Hill(68),0.1111111111111111,0.2727272727272727,0.25925925925925924,0.531986531986532
24,Apr 27,False,TBR,"L,3-4",36,34,3,8,1,0,1,3,1,0,6,0,0,1,0,0,0,0,0.216,0.308,0.383,0.691,6,11,R,M.Wacha(55),0.23529411764705882,0.25,0.35294117647058826,0.6029411764705883
25,Apr 28,False,TBR,"L,0-2",35,33,0,7,2,0,0,0,2,0,13,0,0,0,0,1,0,0,0.216,0.306,0.378,0.684,8,11,R,T.Glasnow(75),0.21212121212121213,0.2571428571428571,0.2727272727272727,0.5298701298701298
26,Apr 29,False,TBR,"W,3-2",33,32,3,7,3,0,1,3,1,0,9,0,0,0,0,0,0,1,0.216,0.304,0.379,0.683,3,10,L,S.McClanahan(49),0.21875,0.24242424242424243,0.40625,0.6486742424242424
27,Apr 30,True,BAL,"L,2-3",35,32,2,5,0,0,2,2,3,0,10,0,0,0,0,0,1,0,0.214,0.301,0.378,0.679,6,11,L,J.Means(71),0.15625,0.22857142857142856,0.34375,0.5723214285714285
28,May 1,True,BAL,"L,4-8",40,35,4,8,1,0,2,4,5,0,6,0,0,0,0,0,1,0,0.214,0.302,0.38,0.682,9,10,R,M.Harvey(51),0.22857142857142856,0.325,0.42857142857142855,0.7535714285714286
29,May 2,True,BAL,"W,7-5",40,34,7,11,1,0,2,6,4,0,7,2,0,0,0,0,0,0,0.218,0.307,0.385,0.692,9,10,L,B.Zimmermann(38),0.3235294117647059,0.425,0.5294117647058824,0.9544117647058823
30,May 3,True,TOR,"W,5-4",36,31,5,9,3,0,2,5,4,0,8,1,0,0,0,1,0,0,0.221,0.309,0.392,0.701,7,10,L,S.Matz(38),0.2903225806451613,0.3888888888888889,0.5806451612903226,0.9695340501792116
31,May 4,True,TOR,"W,4-1",34,29,4,6,1,0,1,4,4,0,9,1,0,0,0,1,0,0,0.22,0.31,0.39,0.7,6,10,L,A.Kay(40),0.20689655172413793,0.3235294117647059,0.3448275862068966,0.6683569979716024
32,May 5,True,TOR,"L,4-9",36,34,4,7,2,0,2,4,2,0,12,0,0,0,0,0,0,0,0.22,0.308,0.392,0.7,5,10,L,R.Ray(57),0.20588235294117646,0.25,0.4411764705882353,0.6911764705882353
33,May 6,True,TOR,"L,4-10",35,30,4,6,1,0,1,4,5,0,7,0,0,0,0,3,0,0,0.219,0.308,0.39,0.698,4,9,L,H.Ryu(44),0.2,0.3142857142857143,0.3333333333333333,0.6476190476190475
34,May 7,True,TBR,"W,2-1",34,31,2,7,1,0,1,2,2,0,8,1,0,0,0,1,1,1,0.219,0.308,0.389,0.697,6,10,L,R.Hill(70),0.22580645161290322,0.29411764705882354,0.3548387096774194,0.6489563567362429
35,May 8,True,TBR,"W,6-3",37,31,6,6,2,0,2,5,6,0,12,0,0,0,1,0,1,0,0.219,0.308,0.391,0.699,7,11,R,T.Glasnow(60),0.1935483870967742,0.32432432432432434,0.45161290322580644,0.7759372275501308
36,May 9,True,TBR,"L,3-4",36,32,3,7,0,1,0,3,4,0,10,0,0,0,0,1,0,0,0.219,0.308,0.388,0.696,6,10,L,S.McClanahan(45),0.21875,0.3055555555555556,0.28125,0.5868055555555556
37,May 11,False,BOS,"W,3-2",36,33,3,7,1,0,0,3,3,0,8,0,0,0,0,1,0,0,0.219,0.307,0.384,0.691,6,9,R,N.Eovaldi(66),0.21212121212121213,0.2777777777777778,0.24242424242424243,0.5202020202020202
38,May 12,False,BOS,"W,4-1",35,34,4,8,4,0,1,3,1,0,12,0,0,0,0,0,0,0,0.219,0.306,0.386,0.692,4,10,L,E.Rodríguez(50),0.23529411764705882,0.2571428571428571,0.4411764705882353,0.6983193277310924
39,May 13,False,BOS,"L,1-8",37,32,1,8,4,0,0,1,4,0,6,1,0,0,0,2,0,0,0.22,0.307,0.385,0.693,9,12,R,G.Richards(63),0.25,0.35135135135135137,0.375,0.7263513513513513
40,May 14,False,MIN,"W,6-1",38,34,6,7,1,0,4,6,4,0,9,0,0,0,0,0,0,0,0.219,0.307,0.391,0.697,5,11,R,M.Shoemaker(44),0.20588235294117646,0.2894736842105263,0.5882352941176471,0.8777089783281734
41,May 15,False,MIN,"L,4-5",36,35,4,9,3,0,2,4,0,0,9,0,1,0,0,0,0,0,0.22,0.306,0.394,0.7,5,12,R,J.Berríos(51),0.2571428571428571,0.25,0.5142857142857142,0.7642857142857142
42,May 16,False,MIN,"W,7-6",42,37,7,12,3,0,0,5,4,0,9,0,0,1,0,2,0,0,0.223,0.308,0.394,0.702,8,10,R,K.Maeda(31),0.32432432432432434,0.38095238095238093,0.40540540540540543,0.7863577863577864
43,May 18,True,HOU,"W,6-5",39,31,6,8,2,0,3,6,6,1,10,0,0,2,0,1,0,0,0.224,0.309,0.399,0.708,7,9,R,C.Javier(58),0.25806451612903225,0.358974358974359,0.6129032258064516,0.9718775847808105
44,May 19,True,HOU,"L,1-8",31,31,1,4,1,0,0,1,0,0,10,0,0,0,1,1,0,0,0.222,0.305,0.394,0.699,3,13,R,Z.Greinke(78),0.12903225806451613,0.12903225806451613,0.16129032258064516,0.29032258064516125
45,May 20,True,HOU,"L,4-8",39,34,4,8,2,0,3,4,4,0,10,1,0,0,0,1,0,0,0.222,0.306,0.398,0.704,8,11,R,L.García(58),0.23529411764705882,0.3333333333333333,0.5588235294117647,0.892156862745098
46,May 21,False,LAA,"W,8-4",43,37,8,13,4,0,4,8,6,0,7,0,0,0,2,2,0,0,0.226,0.31,0.407,0.717,8,9,L,J.Quintana(45),0.35135135135135137,0.4418604651162791,0.7837837837837838,1.2256442489000627
47,May 22,False,LAA,"W,6-2",40,34,6,9,3,1,3,5,4,1,3,1,0,1,1,2,0,0,0.226,0.311,0.413,0.724,7,12,L,P.Sandoval(52),0.2647058823529412,0.35,0.6764705882352942,1.026470588235294
48,May 23,False,LAA,"L,5-6",39,34,5,9,0,1,2,4,4,0,11,0,1,0,0,0,0,1,0.227,0.311,0.415,0.727,7,11,R,D.Bundy(32),0.2647058823529412,0.3333333333333333,0.5,0.8333333333333333
49,May 24,True,SEA,"L,2-4",34,30,2,5,1,0,1,2,4,0,9,0,0,0,0,2,0,0,0.226,0.31,0.413,0.723,5,11,L,Y.Kikuchi(61),0.16666666666666666,0.2647058823529412,0.3,0.5647058823529412
50,May 25,True,SEA,"L,3-4",38,35,3,8,4,0,0,2,2,0,9,1,0,0,0,0,0,0,0.226,0.31,0.412,0.721,8,9,R,L.Gilbert(50),0.22857142857142856,0.2894736842105263,0.34285714285714286,0.6323308270676692
51,May 26,True,SEA,"W,6-3",36,27,6,8,1,0,1,6,6,0,5,1,0,2,0,2,0,0,0.227,0.312,0.412,0.724,6,9,R,R.Dugger(28),0.2962962962962963,0.4166666666666667,0.4444444444444444,0.8611111111111112
52,May 27,True,LAA,"W,5-0",38,31,5,10,1,0,0,4,6,0,8,0,0,1,0,3,0,0,0.229,0.314,0.411,0.725,9,11,L,P.Sandoval(59),0.3225806451612903,0.42105263157894735,0.3548387096774194,0.7758913412563667
53,May 28,True,LAA,"W,3-1",33,25,3,5,0,0,0,2,5,0,7,1,1,1,0,1,0,1,0.229,0.315,0.408,0.723,6,10,R,S.Ohtani(55),0.2,0.3333333333333333,0.2,0.5333333333333333
54,May 29,True,LAA,"L,0-4",29,27,0,3,0,0,0,0,2,0,9,0,0,0,0,2,0,0,0.227,0.313,0.403,0.716,2,11,R,A.Cobb(77),0.1111111111111111,0.1724137931034483,0.1111111111111111,0.2835249042145594
55,May 30,True,LAA,"L,2-4",37,31,2,4,3,0,0,2,5,0,13,0,0,1,1,0,1,0,0.225,0.311,0.4,0.711,8,10,L,J.Quintana(52),0.12903225806451613,0.24324324324324326,0.22580645161290322,0.46904969485614645
56,May 31,False,SEA,"L,5-6",42,38,5,10,5,0,0,4,2,0,12,1,0,1,0,1,0,0,0.226,0.311,0.4,0.711,8,12,R,L.Gilbert(58),0.2631578947368421,0.30952380952380953,0.39473684210526316,0.7042606516290727
57,Jun 1,False,SEA,"W,12-6",46,38,12,13,5,0,2,12,6,0,9,1,0,1,0,0,0,0,0.228,0.314,0.405,0.719,7,9,L,M.Gonzales(59),0.34210526315789475,0.43478260869565216,0.631578947368421,1.0663615560640731
58,Jun 2,False,SEA,"W,6-0",38,37,6,10,2,0,1,6,1,0,7,0,0,0,0,0,0,0,0.229,0.313,0.405,0.718,5,11,R,C.Flexen(40),0.2702702702702703,0.2894736842105263,0.40540540540540543,0.6948790896159318
59,Jun 4,False,COL,"W,9-5",44,37,9,12,5,0,2,9,6,0,3,0,0,1,0,1,0,0,0.231,0.315,0.409,0.725,8,15,R,J.Gray(27),0.32432432432432434,0.4090909090909091,0.6216216216216216,1.0307125307125307
60,Jun 5,False,COL,"W,6-3",40,35,6,12,1,1,2,5,2,1,5,1,1,1,0,1,0,0,0.233,0.317,0.413,0.729,7,14,L,K.Freeland(27),0.34285714285714286,0.375,0.6,0.975
