Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,gameBA,gameOBP,gameSLG,gameOPS
1,Mar 29,False,BAL,"L,2-3",43,40,2,8,0,0,0,2,3,0,11,0,0,0,0,1,2,0,0.2,0.256,0.2,0.456,8,11,R,D.Bundy(73),0.2,0.2558139534883721,0.2,0.4558139534883721
2,Mar 31,False,BAL,"W,6-2",38,34,6,9,3,0,3,5,4,0,9,0,0,0,0,2,0,0,0.23,0.296,0.392,0.688,5,9,R,A.Cashner(40),0.2647058823529412,0.34210526315789475,0.6176470588235294,0.9597523219814241
3,Apr 1,False,BAL,"W,7-0",41,38,7,10,2,0,4,6,3,0,10,0,0,0,1,0,1,0,0.241,0.303,0.473,0.776,7,11,R,K.Gausman(27),0.2631578947368421,0.3170731707317073,0.631578947368421,0.9486521181001284
4,Apr 2,False,PIT,"L,4-5",37,33,4,7,3,0,1,3,3,0,10,1,0,0,0,1,0,0,0.234,0.302,0.455,0.757,6,16,R,J.Taillon(61),0.21212121212121213,0.2972972972972973,0.3939393939393939,0.6912366912366912
5,Apr 4,False,PIT,"W,7-3",39,34,7,9,5,0,1,7,4,0,8,0,0,1,0,1,1,0,0.24,0.308,0.464,0.772,5,15,R,I.Nova(40),0.2647058823529412,0.3333333333333333,0.5,0.8333333333333333
6,Apr 5,True,SEA,"W,4-2",35,33,4,8,0,0,3,4,2,0,11,0,0,0,1,0,0,0,0.241,0.305,0.472,0.776,7,10,L,J.Paxton(57),0.24242424242424243,0.2857142857142857,0.5151515151515151,0.8008658008658008
7,Apr 7,True,SEA,"L,4-11",40,35,4,9,4,0,0,4,5,0,7,0,0,0,0,0,1,0,0.243,0.311,0.457,0.769,9,13,R,M.Leake(49),0.2571428571428571,0.35,0.37142857142857144,0.7214285714285714
8,Apr 9,True,HOU,"L,0-2",35,33,0,6,3,0,0,0,2,0,10,0,0,0,0,1,0,0,0.236,0.302,0.436,0.738,8,10,R,J.Verlander(77),0.18181818181818182,0.22857142857142856,0.2727272727272727,0.5012987012987012
9,Apr 10,True,HOU,"W,4-1",39,31,4,8,1,0,0,4,7,0,13,0,0,1,0,0,0,0,0.238,0.311,0.421,0.732,11,11,L,D.Keuchel(40),0.25806451612903225,0.38461538461538464,0.2903225806451613,0.674937965260546
10,Apr 11,True,HOU,"W,9-8",42,35,9,9,1,1,2,9,7,0,12,0,0,0,0,0,0,0,0.24,0.319,0.431,0.749,7,9,R,L.McCullers(15),0.2571428571428571,0.38095238095238093,0.5142857142857142,0.8952380952380952
