Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,gameBA,gameOBP,gameSLG,gameOPS
1,Mar 31,False,PIT,"L,0-1",38,32,0,6,1,0,0,0,4,0,11,0,2,0,0,1,1,0,0.188,0.278,0.219,0.497,8,16,L,F.Liriano(71),0.1875,0.2631578947368421,0.21875,0.4819078947368421
2,Apr 2,False,PIT,"L,3-4",70,62,3,15,1,0,1,3,6,1,17,2,0,0,2,1,3,0,0.223,0.311,0.277,0.588,19,23,R,C.Morton(69),0.24193548387096775,0.32857142857142857,0.3064516129032258,0.6350230414746544
3,Apr 3,False,PIT,"W,3-2",33,32,3,7,1,0,1,2,1,0,7,0,0,0,0,1,1,0,0.222,0.295,0.294,0.589,3,15,L,W.Rodríguez(54),0.21875,0.24242424242424243,0.34375,0.5861742424242424
4,Apr 4,True,PHI,"L,2-7",32,28,2,3,0,0,1,2,3,0,9,0,1,0,0,1,0,0,0.201,0.276,0.279,0.556,3,15,R,R.Hernández(58),0.10714285714285714,0.1875,0.21428571428571427,0.4017857142857143
5,Apr 5,True,PHI,"L,0-2",37,36,0,10,1,0,0,0,1,0,7,0,0,0,0,1,0,0,0.216,0.28,0.284,0.564,10,13,L,C.Lee(63),0.2777777777777778,0.2972972972972973,0.3055555555555556,0.602852852852853
6,Apr 6,True,PHI,"W,8-3",38,28,8,6,2,1,0,8,7,0,5,1,0,2,1,0,0,0,0.216,0.294,0.294,0.587,6,17,R,A.Burnett(32),0.21428571428571427,0.3684210526315789,0.35714285714285715,0.7255639097744361
7,Apr 8,True,PIT,"L,6-7",38,36,6,10,0,0,2,6,1,0,8,0,1,0,1,1,1,0,0.224,0.294,0.315,0.609,5,16,R,C.Morton(40),0.2777777777777778,0.2894736842105263,0.4444444444444444,0.7339181286549707
8,Apr 9,True,PIT,"W,7-5",41,36,7,14,5,0,2,7,4,1,8,0,1,0,0,1,0,0,0.245,0.314,0.362,0.676,10,12,L,W.Rodríguez(36),0.3888888888888889,0.43902439024390244,0.6944444444444444,1.1334688346883468
9,Apr 10,True,PIT,"L,4-5",37,32,4,6,0,0,0,2,4,0,15,1,0,0,1,1,3,1,0.239,0.312,0.345,0.657,6,16,R,G.Cole(56),0.1875,0.2972972972972973,0.1875,0.4847972972972973
10,Apr 11,False,STL,"W,6-3",45,40,6,12,1,0,1,6,2,2,7,0,2,1,1,2,0,1,0.246,0.313,0.351,0.664,6,17,R,J.Kelly(61),0.3,0.3111111111111111,0.4,0.7111111111111111
11,Apr 12,False,STL,"L,4-10",36,35,4,8,5,0,1,4,1,0,11,0,0,0,0,0,0,0,0.244,0.308,0.36,0.668,5,12,R,A.Wainwright(55),0.22857142857142856,0.25,0.45714285714285713,0.7071428571428571
12,Apr 13,False,STL,"L,4-6",37,34,4,7,1,1,1,4,1,0,11,2,0,0,1,0,0,1,0.241,0.305,0.362,0.667,6,16,R,M.Wacha(58),0.20588235294117646,0.2702702702702703,0.38235294117647056,0.6526232114467408
13,Apr 16 (1),False,NYY,"L,0-3",31,30,0,3,0,0,0,0,1,0,11,0,0,0,0,0,1,0,0.232,0.294,0.345,0.639,4,10,R,M.Tanaka(87),0.1,0.12903225806451613,0.1,0.22903225806451613
