Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,gameBA,gameOBP,gameSLG,gameOPS
1,Apr 6,True,CHW,"W,3-2",32,30,3,6,1,0,1,3,0,0,7,0,1,1,1,0,0,0,0.2,0.194,0.333,0.527,5,10,L,J.Danks(54),0.2,0.1875,0.3333333333333333,0.5208333333333333
2,Apr 7,True,CHW,"L,3-4",38,35,3,10,2,1,0,3,1,0,5,1,0,1,0,0,0,1,0.246,0.261,0.369,0.63,8,9,R,J.Peavy(48),0.2857142857142857,0.3157894736842105,0.4,0.7157894736842105
3,Apr 8,True,CHW,"W,5-0",33,29,5,6,0,0,3,4,4,0,5,0,0,0,1,2,0,0,0.234,0.275,0.415,0.689,4,10,R,G.Floyd(42),0.20689655172413793,0.30303030303030304,0.5172413793103449,0.820271682340648
4,Apr 9,True,SEA,"W,11-5",40,35,11,12,0,0,4,11,5,0,7,0,0,0,0,1,0,0,0.264,0.317,0.488,0.805,5,11,R,H.Noesí(19),0.34285714285714286,0.425,0.6857142857142857,1.1107142857142858
5,Apr 10,True,SEA,"W,1-0",33,31,1,7,3,0,0,1,1,0,4,1,0,0,1,0,0,1,0.256,0.309,0.456,0.765,8,10,R,B.Beavan(59),0.22580645161290322,0.2727272727272727,0.3225806451612903,0.595307917888563
6,Apr 11,True,SEA,"L,3-4",38,34,3,8,2,0,2,3,3,0,11,0,1,0,0,0,1,0,0.253,0.307,0.459,0.765,8,11,R,K.Millwood(64),0.23529411764705882,0.2894736842105263,0.47058823529411764,0.760061919504644
7,Apr 12,True,SEA,"W,5-3",34,32,5,9,2,0,1,5,1,0,6,1,0,0,0,0,2,1,0.257,0.309,0.456,0.765,5,9,L,J.Vargas(49),0.28125,0.3235294117647059,0.4375,0.7610294117647058
8,Apr 13,False,MIN,"W,4-1",37,36,4,9,1,0,1,4,0,0,5,0,0,1,1,0,0,0,0.256,0.3,0.443,0.743,6,10,R,A.Swarzak(46),0.25,0.24324324324324326,0.3611111111111111,0.6043543543543544
9,Apr 14,False,MIN,"W,6-2",43,40,6,14,6,0,1,5,2,0,6,0,0,1,0,0,0,0,0.268,0.31,0.46,0.77,10,10,R,N.Blackburn(48),0.35,0.37209302325581395,0.575,0.9470930232558139
10,Apr 15,False,MIN,"W,4-3",37,35,4,10,2,1,2,4,1,0,6,1,0,0,0,1,1,0,0.27,0.311,0.472,0.783,6,10,R,L.Hendriks(58),0.2857142857142857,0.32432432432432434,0.5714285714285714,0.8957528957528957
