Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,gameBA,gameOBP,gameSLG,gameOPS
1,Apr 5,False,CHC,"W,2-1",38,32,2,4,1,0,0,2,6,0,10,0,0,0,1,0,1,0,0.125,0.263,0.156,0.419,9,13,R,R.Dempster(78),0.125,0.2631578947368421,0.15625,0.4194078947368421
2,Apr 7,False,CHC,"W,7-4",41,37,7,12,1,0,2,7,3,0,7,0,1,0,0,1,0,0,0.232,0.321,0.348,0.668,7,16,R,M.Garza(58),0.32432432432432434,0.36585365853658536,0.5135135135135135,0.8793671720500988
3,Apr 8,False,CHC,"L,3-4",33,30,3,4,1,0,1,3,1,0,8,0,1,1,1,0,0,0,0.202,0.273,0.323,0.596,3,12,R,J.Samardzija(76),0.13333333333333333,0.15151515151515152,0.26666666666666666,0.4181818181818182
4,Apr 9,False,NYM,"L,3-4",39,35,3,10,1,1,0,3,4,0,10,0,0,0,1,2,0,0,0.224,0.295,0.336,0.631,9,13,R,M.Pelfrey(44),0.2857142857142857,0.358974358974359,0.37142857142857144,0.7304029304029305
5,Apr 10,False,NYM,"W,6-2",44,37,6,13,4,0,1,5,4,0,11,1,1,1,1,1,0,1,0.251,0.323,0.38,0.703,11,15,R,D.Gee(43),0.35135135135135137,0.4090909090909091,0.5405405405405406,0.9496314496314497
6,Apr 11,False,NYM,"W,4-0",45,34,4,9,1,0,0,3,10,0,10,1,0,0,0,0,1,1,0.254,0.346,0.366,0.712,14,15,L,J.Santana(58),0.2647058823529412,0.4444444444444444,0.29411764705882354,0.738562091503268
7,Apr 12,True,CIN,"W,3-2",42,37,3,9,1,0,0,2,4,0,2,1,0,0,0,1,0,0,0.252,0.344,0.351,0.695,10,16,R,M.Latos(47),0.24324324324324326,0.3333333333333333,0.2702702702702703,0.6036036036036037
8,Apr 13,True,CIN,"W,2-1",50,44,2,9,2,0,1,2,5,0,8,0,1,0,0,0,1,0,0.245,0.335,0.346,0.682,11,18,R,B.Arroyo(75),0.20454545454545456,0.28,0.3181818181818182,0.5981818181818181
9,Apr 14,True,CIN,"W,4-1",38,33,4,10,2,0,0,4,5,0,5,0,0,0,0,1,0,0,0.251,0.342,0.348,0.689,10,9,R,H.Bailey(45),0.30303030303030304,0.39473684210526316,0.36363636363636365,0.7583732057416268
10,Apr 15,True,CIN,"L,5-8",44,41,5,9,2,0,0,5,3,0,9,0,0,0,0,1,0,0,0.247,0.334,0.339,0.673,6,18,R,M.Leake(41),0.21951219512195122,0.2727272727272727,0.2682926829268293,0.541019955654102
11,Apr 16,True,HOU,"W,6-3",40,35,6,13,3,0,1,5,5,1,5,0,0,0,0,1,2,0,0.258,0.344,0.357,0.701,10,14,R,K.Weiland(23),0.37142857142857144,0.45,0.5428571428571428,0.9928571428571429
12,Apr 17,True,HOU,"W,1-0",28,28,1,5,1,0,0,1,0,0,4,0,0,0,0,1,0,0,0.253,0.335,0.348,0.682,3,13,L,W.Rodríguez(66),0.17857142857142858,0.17857142857142858,0.21428571428571427,0.39285714285714285
13,Apr 18,True,HOU,"W,3-2",35,27,3,5,3,0,0,3,7,1,4,0,0,1,0,1,2,0,0.249,0.335,0.344,0.68,8,12,R,L.Harrell(63),0.18518518518518517,0.34285714285714286,0.2962962962962963,0.6391534391534391
14,Apr 19,True,HOU,"L,4-11",40,38,4,11,1,0,1,4,2,0,8,0,0,0,0,0,0,0,0.252,0.335,0.348,0.683,9,15,R,B.Norris(40),0.2894736842105263,0.325,0.39473684210526316,0.7197368421052632
15,Apr 20,True,MIA,"W,2-0",29,28,2,4,1,0,1,2,1,1,8,0,0,0,0,0,0,0,0.246,0.326,0.345,0.671,3,14,R,C.Zambrano(75),0.14285714285714285,0.1724137931034483,0.2857142857142857,0.458128078817734
16,Apr 21,True,MIA,"W,3-2",37,35,3,7,1,0,2,3,1,1,9,0,0,1,1,0,0,0,0.243,0.32,0.348,0.668,6,16,R,A.Sánchez(67),0.2,0.21621621621621623,0.4,0.6162162162162163
17,Apr 24,False,SDP,"W,3-1",36,29,3,5,2,0,0,3,6,2,11,0,1,0,1,1,1,2,0.24,0.32,0.343,0.663,6,16,L,C.Richard(58),0.1724137931034483,0.3055555555555556,0.2413793103448276,0.5469348659003832
18,Apr 25,False,SDP,"W,7-2",44,38,7,11,2,0,0,7,6,1,6,0,0,0,1,1,0,0,0.243,0.324,0.343,0.667,10,12,R,J.Wieland(55),0.2894736842105263,0.38636363636363635,0.34210526315789475,0.7284688995215312
19,Apr 26,False,SDP,"L,1-2",32,30,1,4,1,0,1,1,1,0,8,0,1,0,0,0,0,0,0.238,0.317,0.34,0.656,4,13,R,E.Vólquez(73),0.13333333333333333,0.15625,0.26666666666666666,0.42291666666666666
