,Game,Date,Home,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,NumPlayers,Umpire,PitchersUsed
68,69,Jun 13,False,TEX,"W,7-3",9.0,9,3,3,0,2,7,2,2,4.17,41,163,113,4.0,0.0,0,0,37,2,0,0,0,0,0,0,6,Lance Barrett,"J.Barría (5-38), J.Herget (1-W), A.Loup (0-H), J.Soriano (1-H), J.Webb (0-H), C.Estévez (0-Sv)"
69,70,Jun 14,False,TEX,"L,3-6",8.0,9,6,5,1,3,8,3,0,4.19,37,143,95,0.0,0.0,1,0,34,2,0,0,0,0,1,0,3,Doug Eddings,"R.Detmers (5-67), J.Herget (0-L), T.Davidson (3)"
70,71,Jun 15,False,TEX,"W,5-3",9.0,6,3,3,0,7,7,0,0,4.17,40,170,101,3.0,1.0,2,0,33,2,0,1,0,0,0,0,5,Alfonso Márquez,"S.Ohtani (5-54-W), C.Devenski (2-H), J.Soriano (1-H), C.Estévez (1), J.Webb (1-Sv)"
71,72,Jun 16,False,KCR,"W,3-0",9.0,4,0,0,0,4,8,0,1,4.11,34,137,82,0.0,0.0,0,0,29,0,0,0,0,0,0,2,2,Todd Tichenor,"P.Sandoval (5-71-W), S.Bachman (3-Sv)"
72,73,Jun 17,False,KCR,"L,9-10",8.1,11,10,10,0,7,7,1,1,4.2,44,179,108,6.0,4.0,2,0,35,2,0,0,1,0,0,0,5,Tony Randazzo,"G.Canning (5-61), K.Ingram (99), J.Webb (1-H), J.Soriano (1-H), C.Devenski (1-BL)"
73,74,Jun 18,False,KCR,"W,5-2",9.0,8,2,2,0,2,8,0,0,4.17,34,157,98,0.0,0.0,1,0,31,1,0,0,1,0,0,2,3,Jeremy Riggs,"T.Anderson (5-52-W), J.Barría (4-H), C.Estévez (2-Sv)"
74,75,Jun 20,True,LAD,"L,0-2",9.0,6,2,2,0,1,9,0,0,4.14,34,122,79,0.0,0.0,1,0,33,1,0,0,0,0,0,0,3,Sean Barber,"R.Detmers (5-80), C.Devenski (2-L), A.Loup (6)"
75,76,Jun 21,True,LAD,"L,0-2",9.0,6,2,2,0,4,13,2,0,4.11,36,128,93,0.0,0.0,0,0,32,1,0,0,0,0,0,0,3,Alan Porter,"S.Ohtani (5-73-L), J.Webb (3), A.Loup (0)"
76,77,Jun 23,False,COL,"L,4-7",8.0,15,7,6,1,2,7,2,0,4.14,42,153,105,4.0,3.0,0,0,40,3,0,0,0,0,0,0,4,Edwin Moscoso,"P.Sandoval (6-37), J.Webb (1-H), S.Bachman (6-L), C.Devenski (2-BSv)"
77,78,Jun 24,False,COL,"W,25-1",9.0,7,1,1,0,0,12,1,1,4.1,34,139,92,0.0,0.0,0,0,33,1,1,0,0,0,0,1,3,Nate Tomlinson,"G.Canning (6-71-W), K.Ingram (6), T.Davidson (9)"
78,79,Jun 25,False,COL,"L,3-4",8.0,5,4,3,1,3,13,1,0,4.09,31,116,77,0.0,0.0,0,1,26,2,0,0,0,2,0,0,2,David Rackley,"T.Anderson (6-59-L), J.Soriano (7)"
79,80,Jun 26,True,CHW,"W,2-1",9.0,3,1,1,0,2,12,1,0,4.06,31,123,87,0.0,0.0,0,0,29,0,0,0,0,0,0,1,3,Bill Miller,"R.Detmers (5-77), J.Webb (2), C.Estévez (7-W)"
80,81,Jun 27,True,CHW,"W,4-2",9.0,9,2,2,0,2,13,0,0,4.03,36,138,90,2.0,1.0,0,0,34,2,0,0,0,0,0,1,4,Roberto Ortiz,"S.Ohtani (5-69-W), J.Webb (0-H), C.Devenski (3-H), C.Estévez (0-Sv)"
81,82,Jun 28,True,CHW,"L,5-11",9.0,17,11,11,0,4,4,4,0,4.12,48,171,112,0.0,0.0,1,0,44,4,0,0,0,0,0,1,5,Chad Whitson,"J.Barría (9-23-L), A.Wantz (38), S.Bachman (4), A.Loup (6), T.Davidson (3)"
82,83,Jun 29,True,CHW,"L,7-9",9.0,9,9,9,0,5,16,0,2,4.18,43,169,98,0.0,0.0,2,0,36,0,1,0,0,0,0,0,4,Rob Drake,"P.Sandoval (5-29-L), J.Soriano (3), C.Devenski (1), J.Webb (1)"
83,84,Jun 30,True,ARI,"L,2-6",9.0,5,6,6,0,7,11,1,1,4.2,40,162,103,0.0,0.0,0,0,31,0,0,0,0,1,0,0,3,Ramon De Jesus,"G.Canning (5-51-L), A.Loup (1), V.Mederos (99)"
84,85,Jul 1,True,ARI,"L,1-3",9.0,9,3,2,1,4,8,0,1,4.17,42,184,110,0.0,0.0,1,0,37,0,1,0,0,0,1,0,4,Alfonso Márquez,"T.Anderson (5-58), S.Bachman (2-BL), C.Devenski (1), A.Loup (0)"
85,86,Jul 2,True,ARI,"W,5-2",9.0,5,2,2,0,3,12,1,0,4.15,35,149,96,0.0,0.0,0,0,32,1,0,0,0,0,0,0,4,Doug Eddings,"R.Detmers (5-65-W), J.Soriano (2-H), J.Webb (2-H), C.Estévez (4-Sv)"
86,87,Jul 3,False,SDP,"L,3-10",8.0,12,10,10,0,5,8,1,0,4.22,40,181,109,5.0,3.0,0,1,34,1,1,0,0,1,0,0,4,Vic Carapazza,"J.Barría (4-46-L), V.Mederos (2), T.Davidson (4), S.Bachman (1)"
87,88,Jul 4,False,SDP,"L,5-8",8.0,11,8,8,0,5,7,2,1,4.27,39,140,92,0.0,0.0,1,1,33,2,0,0,0,0,1,2,4,Nick Mahrley,"S.Ohtani (6-34-L), A.Loup (2), G.Reyes (23), C.Devenski (2)"
88,89,Jul 5,False,SDP,"L,3-5",8.0,5,5,4,1,11,8,1,1,4.27,41,154,82,0.0,0.0,1,0,29,1,0,2,0,0,0,0,4,Jerry Layne,"P.Sandoval (5-58), J.Soriano (2), J.Webb (2-L), C.Devenski (0)"
89,90,Jul 7,False,LAD,"L,4-11",8.0,11,11,11,0,5,5,5,0,4.35,40,143,95,2.0,0.0,0,0,35,3,0,1,0,0,0,0,3,Brian Walsh,"G.Canning (6-31-L), T.Anderson (5), A.Loup (2)"
