,Game,Date,Home,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,NumPlayers,Umpire,PitchersUsed
123,124,Aug 20,False,CLE,"W,4-1",9.0,4,1,1,0,1,7,0,0,4.42,31,127,86,1,0,0,0,30,1,0,0,0,0,0,1,3,Ben May,"E.Rodríguez (6-67-W), T.Holton (1-H), A.Lange (0-Sv)"
124,125,Aug 21,True,CHC,"L,6-7",9.0,9,7,5,2,2,6,1,0,4.42,40,147,93,1,0,0,0,38,3,1,0,0,0,1,0,5,Carlos Torres,"A.Faedo (5-56), B.White (5), A.Vasquez (1), W.Vest (1), B.Brieske (2-L)"
125,126,Aug 22,True,CHC,"W,8-6",9.0,8,6,6,0,3,9,2,0,4.43,39,160,107,2,2,1,0,36,2,0,0,0,0,1,0,5,Jansen Visconti,"R.Olson (5-36), B.White (0), T.Holton (1-W), J.Foley (2-H), A.Lange (1-Sv)"
126,127,Aug 23,True,CHC,"L,4-6",9.0,9,6,6,0,3,8,0,0,4.45,38,135,94,2,1,3,0,33,2,0,0,1,1,0,0,4,John Bacon,"T.Skubal (4-50), B.Brieske (1-L), A.Vasquez (1), J.Cisnero (4)"
127,128,Aug 25,True,HOU,"W,4-1",9.0,1,1,0,1,2,6,0,0,4.41,33,121,82,0,0,2,0,28,0,0,0,1,0,2,1,3,Laz Diaz,"M.Manning (5-72), B.White (2), A.Lange (2-W)"
128,129,Aug 26,True,HOU,"L,2-9",9.0,14,9,9,0,6,4,1,2,4.45,50,179,115,3,2,0,0,42,4,0,0,0,0,0,0,6,Mike Estabrook,"E.Rodríguez (5-35-L), W.Vest (4), A.Vasquez (2), B.Brieske (2), J.Cisnero (2), B.White (0)"
129,130,Aug 27,True,HOU,"L,4-17",9.0,25,17,16,1,6,5,4,0,4.54,58,198,134,2,1,0,0,52,4,1,0,0,0,0,1,7,Andy Fletcher,"A.Faedo (5-36-L), W.Vest (0), T.Holton (4), J.Foley (4), A.Vasquez (0), C.Kelly (21), Z.Short (19)"
130,131,Aug 28,True,NYY,"L,1-4",9.0,7,4,4,0,6,16,2,0,4.53,41,174,109,1,0,0,0,35,1,0,0,0,0,1,0,5,Vic Carapazza,"R.Olson (5-59-L), B.White (1), B.Brieske (1), J.Cisnero (1), A.Lange (2)"
131,132,Aug 29,True,NYY,"L,2-4",9.0,6,4,3,1,3,11,3,1,4.52,35,136,89,0,0,0,0,31,0,0,0,0,0,0,2,3,Adam Hamari,"T.Skubal (5-61-L), W.Vest (1), G.Hill (61)"
132,133,Aug 30,True,NYY,"L,2-6",9.0,8,6,6,0,4,12,3,2,4.53,41,173,113,4,0,4,0,35,2,0,0,0,0,0,0,5,Nick Mahrley,"B.White (1-41-L), J.Wentz (11), J.Cisnero (1), T.Holton (2), J.Foley (2)"
133,134,Aug 31,True,NYY,"W,4-3",10.0,5,3,3,0,2,8,1,0,4.52,34,134,85,0,0,0,1,32,1,0,0,0,0,0,1,5,Jacob Metz,"M.Manning (5-70), J.Foley (0-H), T.Holton (0-H), A.Lange (2-BSv), B.Brieske (2-W)"
134,135,Sep 1,False,CHW,"W,4-2",9.0,9,2,2,0,2,9,0,0,4.5,35,136,90,3,0,0,1,32,2,0,0,0,1,0,2,4,Lance Barksdale,"E.Rodríguez (5-63-W), B.Brieske (0-H), W.Vest (2-H), A.Lange (0-Sv)"
135,136,Sep 2,False,CHW,"W,10-0",9.0,4,0,0,0,0,4,0,0,4.46,28,108,68,0,0,0,0,28,0,0,0,0,0,1,4,3,Ramon De Jesus,"R.Olson (4-70-W), M.Díaz (99), A.Faedo (5)"
136,137,Sep 3,False,CHW,"W,3-2",9.0,6,2,2,0,3,7,0,0,4.45,35,123,81,0,0,0,0,32,2,0,0,0,0,0,1,3,Will Little,"T.Skubal (4-64-W), J.Foley (2-H), A.Lange (1-Sv)"
137,138,Sep 5,False,NYY,"L,1-5",8.0,6,5,5,0,5,10,2,0,4.45,33,131,77,2,1,0,1,28,2,0,0,0,0,0,1,6,Sean Barber,"A.Faedo (2-51), W.Vest (3), J.Wentz (5-L), J.Cisnero (5), M.Díaz (2), B.White (5)"
138,139,Sep 6,False,NYY,"L,3-4",8.0,11,4,4,0,5,5,1,0,4.45,38,153,90,2,0,0,1,33,2,0,0,0,0,0,1,6,Mike Muchlinski,"M.Manning (5-51), B.Brieske (4-L), J.Cisnero (0), T.Holton (5), J.Foley (2), A.Lange (2)"
139,140,Sep 7,False,NYY,"W,10-3",9.0,6,3,3,0,6,9,1,0,4.44,37,143,88,0,0,0,0,31,1,0,0,0,0,0,2,4,Alan Porter,"E.Rodríguez (5-52-W), W.Vest (1), M.Díaz (1), T.Wingenter (28)"
140,141,Sep 8,True,CHW,"L,0-6",9.0,8,6,6,0,2,8,1,1,4.45,37,150,94,2,2,0,0,34,3,0,0,0,0,0,1,4,Marvin Hudson,"R.Olson (5-66-L), T.Holton (1), B.White (2), T.Wingenter (0)"
141,142,Sep 9,True,CHW,"W,3-1",9.0,4,1,1,0,2,15,0,0,4.43,35,159,105,2,0,0,0,33,1,0,0,0,0,0,0,4,Derek Thomas,"T.Skubal (5-71-W), A.Faedo (3-H), J.Foley (2-H), A.Lange (2-Sv)"
142,143,Sep 10,True,CHW,"W,3-2",9.0,5,2,2,0,1,8,0,0,4.41,32,125,87,2,1,0,0,31,2,1,0,0,0,1,2,5,Emil Jimenez,"S.Gipson-Long (99-56-W), W.Vest (2-H), T.Holton (1-H), M.Díaz (2-H), A.Lange (0-Sv)"
143,144,Sep 12,True,CIN,"L,5-6",10.0,9,6,2,4,4,10,0,0,4.39,44,183,112,4,0,1,0,40,2,0,0,0,0,2,1,6,Adrian Johnson,"J.Wentz (6-30), B.Brieske (5), W.Vest (1), T.Holton (1), J.Foley (2), A.Lange (1-L)"
144,145,Sep 13,True,CIN,"L,3-4",9.0,5,4,4,0,6,9,0,0,4.39,36,140,81,1,0,1,1,30,0,1,0,0,0,0,0,3,Manny Gonzalez,"E.Rodríguez (5-44-L), M.Díaz (2), A.Faedo (3)"
145,146,Sep 14,True,CIN,"W,8-2",9.0,5,2,2,0,4,10,2,0,4.37,33,128,78,2,0,1,1,29,0,0,0,0,0,1,3,5,Quinn Wolcott,"R.Olson (5-67-W), W.Vest (1-H), T.Holton (1-H), J.Foley (1-H), J.Cisnero (7)"
