,Game,Date,Home,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,NumPlayers,Umpire,PitchersUsed
21,22,Apr 24,True,BOS,"W,5-4",9.0,7,4,4,0,3,10,2,0,4.12,34,133,83,2,0,0,1,31,0,0,0,0,0,0,1,5,Junior Valentine,"D.Kremer (5-43-W), K.Akin (0-H), B.Baker (0-H), D.Coulombe (1-H), Y.Cano (1-Sv)"
22,23,Apr 25,True,BOS,"L,6-8",9.0,11,8,8,0,5,5,1,0,4.29,41,171,101,1,0,0,0,35,1,0,0,0,1,0,2,4,Adrian Johnson,"K.Bradish (5-10-L), M.Baumann (1), A.Voth (1), C.Pérez (1)"
23,24,Apr 26,True,BOS,"W,6-2",9.0,7,2,2,0,2,10,1,1,4.19,36,156,106,3,0,0,0,33,1,0,0,0,0,0,1,4,Manny Gonzalez,"T.Wells (4-59-W), D.Coulombe (1-H), Y.Cano (1-H), F.Bautista (2)"
24,25,Apr 27,False,DET,"W,7-4",9.0,8,4,4,0,10,11,0,1,4.18,46,211,124,5,1,1,0,35,1,0,0,0,0,0,1,6,Charlie Ramos,"K.Gibson (4-36), M.Baumann (1), C.Pérez (1), B.Baker (2-W), K.Akin (2-H), F.Bautista (0-Sv)"
25,26,Apr 29(1),False,DET,"L,4-7",8.0,16,7,7,0,3,13,1,0,4.31,41,164,106,0,0,0,1,38,4,0,0,0,0,0,1,2,Ramon De Jesus,"D.Kremer (4-29-L), D.Hall (99)"
26,27,Apr 29(2),False,DET,"W,6-4",9.0,5,4,3,1,2,12,1,0,4.26,35,151,98,3,2,0,0,33,1,0,0,0,0,0,0,7,Edwin Moscoso,"G.Rodriguez (5-71-W), K.Akin (1), M.Baumann (1), B.Baker (1-H), D.Coulombe (2-H), Y.Cano (2-H), F.Bautista (1-Sv)"
27,28,Apr 30,False,DET,"W,5-3",9.0,7,3,3,0,3,12,1,1,4.22,38,146,88,5,0,0,0,34,2,0,0,0,0,0,0,5,Doug Eddings,"K.Bradish (4-44), C.Pérez (2), A.Voth (4-W), D.Coulombe (0-H), Y.Cano (0-Sv)"
28,29,May 2,False,KCR,"W,11-7",9.0,7,7,7,0,3,10,4,1,4.31,38,142,97,0,0,0,0,34,1,0,0,0,0,0,0,5,Chad Whitson,"T.Wells (5-51-W), M.Baumann (2), C.Pérez (1-H), B.Baker (2), Y.Cano (1)"
29,30,May 3,False,KCR,"L,0-6",8.0,13,6,6,0,0,0,1,0,4.39,35,100,70,1,1,1,0,34,4,1,0,0,1,0,1,2,Roberto Ortiz,"K.Gibson (5-30-L), K.Akin (3)"
30,31,May 4,False,KCR,"W,13-10",9.0,16,10,10,0,6,11,3,0,4.57,47,200,122,6,2,1,1,41,5,1,1,0,0,0,1,6,Rob Drake,"G.Rodriguez (4-23), C.Pérez (1), B.Baker (1-H), D.Coulombe (3-BSv), Y.Cano (1-W), F.Bautista (4)"
31,32,May 5,False,ATL,"W,9-4",9.0,11,4,4,0,3,5,1,0,4.55,38,146,90,0,0,0,1,35,1,0,0,0,0,0,2,4,Stu Scheurwater,"D.Kremer (5-57-W), M.Baumann (2), K.Akin (1), A.Voth (4)"
32,33,May 6,False,ATL,"L,4-5",8.0,9,5,5,0,3,5,2,1,4.58,35,135,87,1,1,1,0,31,2,0,0,0,0,0,1,4,Malachi Moore,"K.Bradish (5-47), C.Pérez (1-H), B.Baker (1-H), D.Coulombe (1-BL)"
33,34,May 7,False,ATL,"L,2-3",11.1,4,3,1,2,4,13,1,0,4.44,43,191,115,0,0,1,0,39,2,0,2,0,0,1,0,6,Mark Wegner,"T.Wells (4-60), A.Voth (1), Y.Cano (2), F.Bautista (2-BSv), M.Baumann (1), C.Pérez (0-L)"
34,35,May 8,True,TBR,"L,0-3",9.0,7,3,3,0,4,7,2,0,4.4,37,135,86,1,1,0,0,32,0,0,0,0,1,0,0,3,Todd Tichenor,"K.Gibson (4-54-L), B.Baker (1), K.Akin (2)"
35,36,May 9,True,TBR,"W,4-2",9.0,8,2,2,0,7,7,2,0,4.33,38,162,88,3,0,2,1,31,0,0,0,0,0,1,4,4,Brian Knight,"G.Rodriguez (4-49-W), M.Baumann (1-H), Y.Cano (1-H), F.Bautista (1-Sv)"
36,37,May 10,True,TBR,"W,2-1",9.0,6,1,1,0,2,8,0,0,4.24,34,137,89,1,0,2,0,32,1,0,0,0,0,0,1,4,Alex Tosi,"D.Kremer (4-66-W), A.Voth (2-H), D.Coulombe (3-H), Y.Cano (0-Sv)"
37,38,May 12,True,PIT,"W,6-3",9.0,7,3,2,1,2,12,1,0,4.18,35,149,100,3,0,1,1,33,0,0,0,0,0,0,1,5,James Hoye,"K.Bradish (5-69), D.Coulombe (1), B.Baker (3-W), A.Voth (1), F.Bautista (2-Sv)"
38,39,May 13,True,PIT,"W,2-0",9.0,3,0,0,0,2,11,0,0,4.07,32,125,78,0,0,0,0,30,1,0,0,0,0,0,0,3,D.J. Reyburn,"T.Wells (5-81-W), Y.Cano (2-H), F.Bautista (0-Sv)"
39,40,May 14,True,PIT,"L,0-4",9.0,7,4,4,0,4,10,0,1,4.07,39,156,95,0,0,1,1,33,0,0,0,1,0,1,1,4,John Libka,"K.Gibson (5-39-L), M.Baumann (4), C.Pérez (6), A.Voth (1)"
40,41,May 15,True,LAA,"L,5-9",9.0,17,9,9,0,5,8,2,0,4.19,49,189,124,1,1,0,0,43,4,1,0,0,1,0,0,6,Brian O'Nora,"G.Rodriguez (5-10-L), L.Gillaspie (29), A.Voth (0), B.Baker (2), D.Coulombe (2), M.Baumann (0)"
41,42,May 16,True,LAA,"W,7-3",9.0,8,3,3,0,0,8,1,0,4.16,35,135,88,1,1,0,0,35,1,0,0,0,0,0,0,4,Pat Hoberg,"D.Kremer (5-49-W), B.Baker (0-H), C.Pérez (1), Y.Cano (2)"
42,43,May 17,True,LAA,"W,3-1",9.0,4,1,1,0,1,9,1,0,4.09,31,130,85,1,0,0,0,30,0,0,0,0,0,0,1,4,Emil Jimenez,"K.Bradish (4-67-W), D.Coulombe (1-H), Y.Cano (0-H), F.Bautista (3-Sv)"
43,44,May 18,True,LAA,"L,5-6",9.0,13,6,6,0,4,13,2,1,4.13,44,185,110,7,2,1,0,39,0,0,0,0,0,0,1,6,Nestor Ceja,"T.Wells (4-49), M.Baumann (2), C.Pérez (1), B.Baker (1-L), A.Voth (2-BSv), D.Coulombe (0)"
44,45,May 19,False,TOR,"W,6-2",9.0,8,2,2,0,3,8,0,0,4.09,36,139,87,0,0,0,0,33,2,0,0,0,0,0,1,3,Adam Beck,"K.Gibson (4-66-W), Y.Cano (1-H), F.Bautista (1)"
45,46,May 20,False,TOR,"W,6-5",10.0,11,5,5,0,3,14,2,0,4.1,43,180,109,2,1,4,0,40,2,0,0,0,0,0,0,6,Dan Iassogna,"G.Rodriguez (4-54), B.Baker (1), M.Baumann (1), C.Irvin (36), Y.Cano (0), F.Bautista (0-W)"
46,47,May 21,False,TOR,"W,8-3",11.0,12,3,2,1,6,12,1,0,4.03,46,201,122,3,0,1,2,39,2,0,1,0,1,0,2,6,Gabe Morales,"D.Kremer (4-51), C.Pérez (2-H), M.Givens (99-BSv), D.Coulombe (2), A.Voth (2), M.Baumann (0-W)"
47,48,May 23,False,NYY,"L,5-6",9.2,11,6,5,1,4,9,2,0,4.05,43,150,94,0,0,0,0,37,2,0,1,0,2,0,1,5,David Rackley,"K.Bradish (5-37), M.Givens (1-H), Y.Cano (2-H), F.Bautista (2-BSv), B.Baker (2-L)"
48,49,May 24,False,NYY,"W,9-6",9.0,6,6,6,0,5,13,3,1,4.09,39,159,97,3,1,0,0,33,0,1,0,0,0,0,0,5,Edwin Jimenez,"T.Wells (5-43), M.Baumann (2-W), M.Givens (0), D.Coulombe (2-H), F.Bautista (0-Sv)"
49,50,May 25,False,NYY,"W,3-1",9.0,3,1,1,0,5,6,0,0,4.03,33,132,80,0,0,1,0,28,1,0,0,0,0,0,2,3,Edwin Moscoso,"K.Gibson (5-72-W), M.Baumann (0-H), Y.Cano (1-Sv)"
50,51,May 26,True,TEX,"L,2-12",9.0,13,12,10,2,5,7,3,1,4.14,45,178,112,0,0,0,0,39,1,1,0,0,0,0,2,4,Jordan Baker,"G.Rodriguez (5-17-L), A.Voth (4), C.Pérez (4), R.McKenna (99)"
51,52,May 27,True,TEX,"L,3-5",9.0,10,5,4,1,2,5,0,0,4.14,39,143,97,2,2,0,1,37,2,0,0,0,0,1,0,4,Brennan Miller,"D.Kremer (5-54-L), B.Baker (3), M.Givens (2), K.Akin (18)"
52,53,May 28,True,TEX,"W,3-2",9.0,7,2,2,0,1,8,0,0,4.1,33,118,78,2,0,0,0,32,3,0,0,0,0,0,1,4,Mark Carlson,"K.Bradish (4-65), Y.Cano (2-BSv), D.Coulombe (3-W), F.Bautista (3-Sv)"
53,54,May 29,True,CLE,"L,0-5",9.0,9,5,3,2,1,9,0,0,4.08,37,155,100,2,2,0,0,35,4,0,0,0,1,0,1,5,Doug Eddings,"T.Wells (4-67-L), C.Pérez (2), M.Baumann (3), M.Givens (1), K.Akin (1)"
54,55,May 30,True,CLE,"W,8-5",9.0,11,5,5,0,3,5,0,0,4.1,39,160,100,5,2,0,0,35,3,0,0,0,1,0,2,5,Alfonso Márquez,"K.Gibson (4-45-W), B.Baker (2), D.Coulombe (1), Y.Cano (1-H), F.Bautista (1-Sv)"
55,56,May 31,True,CLE,"L,8-12",9.0,17,12,12,0,5,11,3,0,4.24,48,189,119,5,4,2,1,43,5,0,0,0,0,0,0,7,Ramon De Jesus,"K.Akin (1-46), A.Voth (4), C.Pérez (1-BSv), M.Givens (1-L), M.Baumann (1-BSv), B.Baker (0), D.Coulombe (0)"
56,57,Jun 2,False,SFG,"W,3-2",9.0,6,2,2,0,3,12,1,1,4.2,34,150,92,0,0,0,0,30,3,0,0,0,0,0,2,4,Nick Mahrley,"D.Kremer (5-58-W), D.Coulombe (1-H), Y.Cano (2-H), F.Bautista (2-Sv)"
57,58,Jun 3,False,SFG,"L,0-4",8.0,10,4,4,0,4,11,0,0,4.2,39,157,101,5,1,0,0,35,4,0,0,0,0,0,0,5,Vic Carapazza,"K.Bradish (5-40-L), K.Akin (2), B.Baker (2), C.Pérez (2), B.Zimmermann (99)"
58,59,Jun 4,False,SFG,"W,8-3",9.0,5,3,3,0,3,11,1,0,4.18,34,152,97,1,1,0,0,31,1,0,0,0,0,0,1,4,Jerry Layne,"T.Wells (5-59-W), M.Baumann (3), Y.Cano (1), A.Voth (3)"
59,60,Jun 6,False,MIL,"L,3-4",9.2,8,4,3,1,7,16,0,1,4.16,45,192,119,3,0,4,0,37,2,1,1,0,0,0,0,6,Marvin Hudson,"K.Gibson (6-54), M.Baumann (1), D.Coulombe (3-H), Y.Cano (1-BSv), F.Bautista (3), A.Voth (1-L)"
60,61,Jun 7,False,MIL,"L,2-10",8.0,16,10,10,0,0,9,3,2,4.26,43,154,97,0,0,0,0,40,4,0,0,0,1,1,0,2,Hunter Wendelstedt,"D.Kremer (4-30-L), B.Zimmermann (3)"
61,62,Jun 8,False,MIL,"W,6-3",9.0,8,3,3,0,1,14,0,0,4.24,36,155,104,1,0,0,0,35,2,0,0,0,0,0,0,5,Brian Walsh,"K.Bradish (4-52), B.Baker (4), K.Akin (4-W), Y.Cano (1-H), F.Bautista (1-Sv)"
62,63,Jun 9,True,KCR,"W,3-2",9.0,7,2,2,0,1,7,0,0,4.2,34,121,80,3,1,1,0,32,0,1,0,0,1,0,1,4,Scott Barry,"T.Wells (4-59-W), M.Baumann (2-H), Y.Cano (0-H), F.Bautista (0-Sv)"
63,64,Jun 10,True,KCR,"W,6-1",9.0,8,1,1,0,3,8,0,0,4.15,37,153,109,3,0,0,1,34,2,0,0,0,0,0,0,5,Gabe Morales,"C.Irvin (20-57-W), B.Baker (1-H), A.Voth (3-H), C.Pérez (6-H), M.Baumann (0)"
64,65,Jun 11,True,KCR,"W,11-3",9.0,8,3,3,0,0,10,1,0,4.14,35,126,87,1,0,0,1,35,2,1,0,0,0,1,0,2,Adam Beck,"K.Gibson (4-51-W), K.Akin (2)"
65,66,Jun 13,True,TOR,"W,11-6",9.0,15,6,6,0,3,8,1,0,4.16,44,167,107,5,1,0,0,41,3,0,0,0,0,0,1,5,Ron Kulpa,"D.Kremer (5-54-W), B.Baker (2), A.Voth (2), C.Pérez (2), M.Baumann (2)"
66,67,Jun 14,True,TOR,"L,1-3",9.0,9,3,3,0,2,1,1,1,4.15,36,135,82,2,1,3,1,33,2,0,0,0,0,0,1,4,Junior Valentine,"K.Bradish (5-66-L), D.Coulombe (7), M.Baumann (0), R.Garrett (99)"
67,68,Jun 15,True,TOR,"W,4-2",9.0,8,2,2,0,2,11,2,0,4.12,36,133,94,2,0,0,1,34,2,0,0,0,0,0,0,3,Carlos Torres,"T.Wells (5-63-W), Y.Cano (5-H), F.Bautista (5-Sv)"
68,69,Jun 16,False,CHC,"L,3-10",8.0,12,10,10,0,5,4,3,0,4.21,41,156,100,5,4,0,0,35,3,0,0,1,0,0,0,5,Tom Hanahan,"C.Irvin (5-43-L), M.Baumann (1), C.Pérez (2), R.Garrett (1), K.Akin (4)"
69,70,Jun 17,False,CHC,"L,2-3",8.0,4,3,3,0,2,9,0,0,4.2,31,120,76,0,0,0,0,27,3,0,0,1,1,0,0,3,CB Bucknor,"K.Gibson (5-59-L), B.Baker (3), D.Coulombe (2)"
70,71,Jun 18,False,CHC,"W,6-3",9.0,3,3,1,2,2,11,2,2,4.15,35,141,90,2,0,3,0,31,0,0,0,0,0,1,0,5,Ben May,"D.Kremer (4-58-W), D.Coulombe (0-H), M.Baumann (1-H), Y.Cano (2-H), F.Bautista (2-Sv)"
71,72,Jun 20,False,TBR,"W,8-6",9.0,9,6,6,0,5,12,0,2,4.18,43,180,110,6,3,0,0,36,2,0,0,0,0,0,0,6,Andy Fletcher,"K.Bradish (5-57-W), B.Baker (2), M.Baumann (1-H), D.Coulombe (1-H), Y.Cano (1-H), F.Bautista (1-Sv)"
72,73,Jun 21,False,TBR,"L,2-7",8.0,10,7,5,2,5,10,2,0,4.2,38,161,102,2,0,0,0,32,1,0,0,0,1,1,1,4,Jeremie Rehak,"T.Wells (5-50-L), L.Gillaspie (36), K.Akin (4), C.Irvin (4)"
73,74,Jun 23,True,SEA,"L,1-13",9.0,17,13,12,1,5,10,2,0,4.3,48,221,137,2,2,1,0,41,2,0,0,0,2,0,1,6,Pat Hoberg,"K.Gibson (5-26-L), L.Gillaspie (1), C.Pérez (6), K.Akin (1), B.Baker (2), J.Lester (99)"
74,75,Jun 24,True,SEA,"W,6-4",10.0,8,4,4,0,1,9,4,0,4.29,39,130,91,2,0,2,0,38,0,0,0,0,0,0,0,5,Jacob Metz,"D.Kremer (5-59), Y.Cano (3-H), D.Coulombe (3-H), F.Bautista (3-BSv), M.Baumann (3-W)"
75,76,Jun 25,True,SEA,"W,3-2",9.0,3,2,2,0,2,11,1,0,4.26,31,133,92,0,0,1,0,29,1,0,0,0,0,0,1,3,Nestor Ceja,"K.Bradish (4-70-W), D.Coulombe (0-H), F.Bautista (0-Sv)"
76,77,Jun 26,True,CIN,"W,10-3",9.0,7,3,3,0,3,8,1,2,4.24,39,138,90,0,0,0,0,34,1,0,0,0,0,0,0,5,Ryan Additon,"C.Irvin (4-52), B.Zimmermann (18-W), B.Baker (2), M.Baumann (1), C.Pérez (2)"
77,78,Jun 27,True,CIN,"L,1-3",9.0,5,3,3,0,2,12,2,0,4.23,34,151,101,0,0,0,0,32,1,0,0,0,0,0,0,4,Dan Merzel,"T.Wells (5-62-L), K.Akin (3), B.Baker (0), C.Pérez (0)"
78,79,Jun 28,True,CIN,"L,7-11",10.0,16,11,9,2,4,13,1,1,4.28,51,216,135,4,0,5,0,46,2,1,0,0,0,0,0,7,Will Little,"K.Gibson (4-26), M.Baumann (1), D.Coulombe (2), Y.Cano (3), F.Bautista (2), K.Akin (0-L), B.Zimmermann (1)"
79,80,Jun 30,True,MIN,"L,1-8",9.0,13,8,8,0,2,11,3,1,4.33,43,184,115,2,2,1,0,40,3,0,0,0,0,0,0,4,Erich Bacchus,"D.Kremer (5-20-L), B.Zimmermann (1), N.Vespi (99), C.Pérez (2)"
